Crankshaft,Overheating,Lubricant,Misfires,Piston,Starter,Decision
9.92,13.14,11.771,5.584,9.224,4.459,Good
8.164,13.714,12.072,5.989,8.277,437.715,Minor
8.895,14.912,12.594,4.528,8.771,479.786,Moderate
8.794,11.841,11.694,4.843,9.624,394.237,Minor
916.998,12.066,12.721,4.332,9.652,3.707,Critical
8.329,13.471,11.23,4.332,8.767,4.476,Moderate
8.699,13.038,14.089,4.925,9.225,348.825,Minor
9.278,11.329,13.908,5.697,7.911,4.195,Good
9.545,16.04,11.399,5.708,10.463,4.849,Good
8.705,11.133,12.184,3.848,9.405,297.817,Minor
11.132,15.831,1254.008,4.517,8.816,4.612,Critical
6.638,1224.29,12.982,4.096,9.173,297.817,Critical
8.674,13.239,1196.866,4.287,7.147,4.302,Critical
9.995,12.699,10.544,4.3,9.419,478.401,Moderate
7.988,12.436,11.116,5.148,8.211,4.78,Good
8.067,14.761,12.655,5.378,9.209,3.275,Good
8.778,13.858,12.313,5.84,903.942,560.513,Critical
10.327,13.692,9.748,5.569,8.236,399.47,Good
10.07,13.48,11.694,4.454,9.72,3.317,Good
704.531,13.13,13.283,3.664,6.304,357.626,Critical
8.146,12.208,12.079,459.116,7.907,3.713,Minor
7.537,12.604,9.394,4.792,8.682,318.071,Minor
8.22,11.986,10.917,4.948,6.854,441.25,Moderate
8.699,1164.088,11.771,4.778,8.579,491.968,Critical
7.347,14.464,11.1,5.743,8.786,4.377,Good
9.009,13.761,11.067,4.517,9.032,353.675,Minor
8.196,12.74,10.86,5.888,6.569,442.686,Moderate
9.319,12.028,12.291,5.218,787.388,362.343,Critical
10.26,12.841,12.035,6.749,8.484,3.934,Good
9.849,12.537,939.385,412.419,6.045,4.157,Critical
9.834,10.463,1137.839,5.231,8.834,418.201,Critical
9.641,12.73,15.49,4.222,7.815,4.307,Moderate
10.07,14.743,12.458,506.751,815.756,461.54,Critical
11.132,13.983,11.969,5.193,8.858,3.797,Good
9.587,13.29,10.148,4.952,7.736,379.664,Good
10.699,15.394,12.908,4.47,8.742,4.058,Good
9.678,15.707,1045.59,5.45,8.946,379.664,Critical
9.192,1524.646,12.634,506.086,6.573,3.952,Critical
8.817,14.896,10.098,5.867,7.613,3.707,Good
8.187,12.842,11.1,5.493,10.043,5.309,Good
9.008,12.472,13.778,3.669,8.565,4.465,Critical
8.979,1335.865,11.91,412.419,8.156,318.071,Critical
9.014,15.182,12.43,5.984,8.698,4.329,Good
7.491,13.41,975.761,3.848,8.855,394.255,Critical
7.899,14.277,11.962,5.51,9.447,411.111,Minor
8.043,13.479,14.386,4.792,981.74,5.665,Critical
7.49,13.081,13.011,4.925,8.698,3.261,Good
8.073,11.889,12.749,6.044,8.619,5.605,Good
8.986,11.722,13.152,4.908,7.211,407.082,Minor
9.281,14.022,12.854,4.126,9.385,4.813,Good
9.653,11.164,12.328,5.524,9.253,4.245,Good
9.653,12.944,13.778,3.941,9.957,4.578,Good
7.836,12.811,10.371,4.997,8.782,3.505,Good
7.988,10.912,1264.151,3.941,8.304,352.661,Critical
6.602,13.389,11.497,4.003,9.683,418.787,Minor
8.187,12.987,12.355,4.757,11.135,4.605,Good
7.608,11.377,15.923,5.378,884.981,3.948,Critical
8.371,12.928,10.917,5.812,8.207,4.96,Good
8.418,12.092,12.98,4.722,7.357,3.261,Moderate
9.014,13.288,10.456,4.403,9.234,4.039,Good
8.395,12.842,9.748,3.578,892.38,515.493,Critical
801.972,12.313,10.456,5.134,8.579,3.879,Moderate
10.313,11.162,11.879,3.839,9.652,3.988,Good
7.194,12.656,12.594,423.329,6.922,4.144,Minor
8.536,10.379,14.804,3.821,7.952,3.884,Good
8.561,13.184,10.753,3.416,8.961,3.568,Good
7.515,14.15,10.148,538.431,8.82,392.469,Critical
7.85,15.352,12.458,5.438,8.593,479.136,Moderate
9.52,11.994,10.83,562.384,6.953,385.555,Critical
9.847,14.255,12.184,5.688,7.764,410.104,Minor
9.707,1286.016,13.443,5.267,7.217,393.988,Critical
8.611,12.344,14.626,6.015,8.477,351.639,Minor
7.855,13.23,10.86,5.673,7.89,3.634,Good
7.533,12.99,11.23,4.806,7.211,469.077,Moderate
10.606,11.438,14.216,4.107,984.336,3.921,Critical
9.646,12.582,14.21,4.123,8.659,432.868,Moderate
8.986,14.85,12.119,519.371,6.885,390.125,Critical
938.866,11.986,12.361,397.916,8.342,3.181,Critical
9.754,12.072,12.275,507.476,9.533,422.316,Critical
9.014,13.57,12.873,4.582,8.47,3.472,Good
700.686,11.122,13.403,4.759,8.579,496.021,Critical
7.49,10.91,10.854,4.698,8.236,393.861,Minor
6.602,14.181,12.854,5.266,9.89,465.66,Moderate
8.674,12.926,1064.601,4.737,7.582,479.136,Critical
11.247,14.255,13.473,508.664,7.92,4.615,Moderate
7.614,11.99,10.798,5.984,8.939,3.86,Good
734.652,16.508,13.041,5.268,8.773,3.826,Moderate
9.763,10.782,12.627,483.271,8.847,378.16,Moderate
9.071,14.242,11.903,5.583,10.135,4.323,Good
10.606,11.57,13.97,3.954,7.738,5.233,Good
9.79,14.787,11.728,3.637,7.736,3.019,Good
7.837,12.169,12.627,5.952,7.256,3.505,Good
8.519,12.653,1175.795,382.076,9.17,502.392,Critical
9.054,12.045,12.749,5.164,9.024,373.654,Moderate
7.491,13.856,13.197,4.819,9.193,491.968,Minor
7.258,12.286,12.518,5.415,7.749,3.572,Good
7.81,13.898,13.006,4.403,9,490.089,Moderate
7.537,13.523,11.73,5.769,10.264,457.455,Moderate
8.922,15.068,12.035,545.504,8.698,331.651,Moderate
7.1,13.961,11.832,4.001,9.285,4.672,Good
8.395,11.249,10.629,5.474,8.39,3.492,Moderate
10.254,13.098,12.079,5.052,10.049,5.172,Good
8.33,12.437,13.97,5.984,8.855,340.05,Minor
10.768,12.915,12.785,4.367,9.157,552.252,Moderate
7.691,14.451,1024.994,4.124,6.973,460.115,Critical
9.849,14.156,16.174,4.602,9.06,3.727,Good
8.674,14.055,13.941,464.402,8.89,3.694,Moderate
8.979,10.975,12.433,4.481,8.492,482.592,Moderate
7.404,1518.231,11.307,4.654,10.041,3.72,Critical
8.678,12.503,14.804,437.644,890.525,364.098,Critical
10.501,12.038,10.694,421.092,7.764,4.891,Minor
7.979,13.045,11.58,415.124,8.189,312.737,Moderate
9.103,12.375,11.307,4.768,7.216,4.287,Good
8.386,9.916,12.758,4.06,7.782,3.243,Moderate
8.327,9.51,10.371,4.027,9.321,395.202,Minor
9.509,13.389,9.718,598.357,9.703,393.618,Critical
7.987,10.556,1037.069,4.06,7.906,4.207,Critical
7.306,13.963,9.862,4.271,8.497,378.999,Minor
9.509,13.381,1127.348,601.57,9.409,406.287,Critical
8.522,14.581,9.718,3.488,9.559,4.195,Critical
820.141,11.927,1340.306,3.291,9.033,5.092,Critical
11.247,13.525,9.51,3.942,7.269,5.412,Good
7.516,10.182,12.854,377.974,8.905,420.713,Moderate
10.266,12.871,11.482,4.174,8.832,3.475,Good
8.32,10.525,12.835,399.365,7.767,4.989,Minor
10.188,12.225,1123.372,4.363,9.642,566.479,Critical
9.37,13.964,12.642,4.98,9.458,3.872,Good
9.432,14.242,11.728,4.853,9.148,385.555,Minor
8.872,11.013,13.216,5.266,8.876,4.055,Good
9.641,13.12,1283.454,4.354,7.25,355.015,Critical
9.771,10.782,14.84,4.432,7.751,4.383,Good
7.669,14.255,11.832,573.825,8.698,4.108,Moderate
9.69,16.148,1069.23,4.353,9.157,455.916,Critical
8.911,13.02,13.941,5.217,6.854,5.333,Good
9.37,13.748,11.073,3.92,7.463,393.393,Minor
7.307,12.175,12.249,4.657,7.543,4.228,Good
7.899,12.51,13.043,4.55,7.884,525.877,Moderate
8.412,14.452,13.283,5.051,8.342,469.907,Moderate
10.327,11.013,10.942,4.272,7.738,590.698,Moderate
823.722,15.93,10.692,5.266,954.867,327.487,Critical
8.146,14.3,12.109,5.24,7.767,401.636,Minor
8.489,12.968,10.242,3.686,8.716,398.793,Moderate
8.296,11.768,11.771,4.952,751.919,3.779,Moderate
8.686,11.439,13.186,6.207,7.89,3.623,Good
7.205,14.156,11.273,3.777,8.477,2.95,Good
9.482,11.929,1211.889,4.578,9.205,504.316,Critical
9.707,12.766,10.831,5.542,7.234,420.23,Minor
8.855,15.037,12.634,582.328,8.341,3.872,Moderate
7.808,13.303,12.842,512.614,8.365,3.896,Moderate
8.693,12.918,11.201,4.566,8.788,3.79,Good
7.837,15.368,11.457,4.367,927.52,4.448,Critical
939.981,11.679,11.399,5.871,8.172,406.306,Critical
8.146,12.399,13.937,541.701,8.477,3.938,Moderate
8.371,11.67,11.482,481.83,7.587,3.943,Moderate
9.137,11.933,11.425,4.591,10.463,452.16,Moderate
10.228,12.315,10.597,5.769,9.363,4.339,Good
9.252,13.853,11.879,4.572,922.913,387.186,Minor
9.389,11.676,12.492,4.033,8.916,520.182,Moderate
9.236,12.656,12.815,5.378,7.903,4.031,Moderate
8.172,14.057,11.73,5.626,7.431,470.325,Moderate
8.589,14.156,11.988,4.454,7.486,331.651,Minor
8.33,14.277,11.838,4.271,9.363,3.423,Good
9.236,12.653,10.622,6.359,841.352,3.677,Moderate
8.863,12.968,11.177,5.867,8.562,3.886,Good
8.921,12.658,8.612,4.798,8.45,410.832,Minor
7.699,12.169,11.115,4.672,866.275,3.901,Moderate
9.08,12.27,11.758,4.792,7.421,511.041,Moderate
7.007,11.438,13.186,4.554,7.789,377.479,Minor
7.513,13.39,11.312,5.395,8.656,438.198,Moderate
7.556,1158.294,9.748,5.151,8.14,5.114,Critical
11.132,13.797,13.62,5.636,7.143,391.448,Minor
9.653,13.262,13.312,4.937,9.305,4.525,Good
8.284,13.341,1328.329,4.948,8.119,436.712,Critical
8.979,13.447,13.941,558.429,7.738,347.16,Critical
8.933,14.507,14.836,5.074,8.698,2.914,Good
7.486,13.963,11.1,4.578,7.802,446.994,Moderate
8.468,11.767,12.634,5.491,7.848,451.042,Moderate
8.674,12.37,10.798,3.989,8.341,5.003,Good
8.395,12.928,12.634,4.287,8.876,420.306,Good
7.837,13.13,12.178,4.283,9.217,4.418,Good
9.754,12.396,1160.595,302.621,9.265,5.1,Critical
8.273,13.898,14.149,4.172,795.858,432.245,Critical
7.859,11.439,11.934,4.505,7.613,468.262,Moderate
8.403,12.399,12.178,4.581,7.801,421.821,Minor
9.482,10.925,1069.44,4.744,848.696,4.418,Critical
7.83,12.409,13.97,4.393,7.418,373.654,Minor
10.133,11.438,11.116,4.635,7.431,4.612,Good
8.181,14.242,1166.121,5.441,8.428,4.555,Critical
8.468,13.575,12.594,6.472,9.285,428.259,Minor
10.717,13.143,1187.902,4.283,8.459,4.197,Critical
9.443,13.659,1592.339,3.686,10.737,470.092,Critical
9.899,14.558,13.321,3.984,10.826,469.995,Moderate
9.43,12.47,12.842,4.602,7.782,4.071,Good
8.739,13.547,10.975,4.464,9.032,3.192,Good
8.284,12.766,12.854,5.188,10.305,342.154,Minor
7.835,13.038,11.669,3.416,8.214,4.145,Good
8.121,15.524,1249.033,5.554,7.147,386.02,Minor
10.616,11.377,14.523,487.504,7.952,385.464,Moderate
9.787,10.854,12.718,5.06,8.156,291.449,Minor
10.862,13.13,11.758,4.124,6.573,386.548,Minor
9.363,15.067,11.966,4.744,7.99,5.202,Good
8.52,11.444,8.612,5.479,9.082,4.616,Moderate
8.216,11.782,12.102,4.845,8.341,4.287,Good
832.708,13.239,12.245,4.107,8.839,3.415,Moderate
9.112,14.832,11.91,4.807,758.266,4.855,Moderate
9.485,12.987,13.443,3.867,7.269,342.154,Minor
8.45,12.038,10.753,5.148,7.506,3.872,Good
10.332,14.386,899.392,4.55,8.579,3.473,Critical
9.292,13.714,10.153,3.686,7.96,510.043,Moderate
7.68,13.003,12.178,4.027,8.04,4.476,Moderate
7.95,9.916,10.975,6.631,6.569,369.66,Minor
9.08,14.288,14.626,5.298,948.451,3.959,Critical
9.899,10.561,1056.869,4.21,8.411,438.196,Critical
9.137,13.859,13.994,582.303,9.179,3.621,Moderate
8.45,13.858,11.497,472.199,8.241,5.156,Moderate
8.386,11.583,1045.59,4.399,7.583,379.664,Critical
9.283,11.933,1337.963,4.899,8.124,450.8,Critical
8.736,14.557,11.273,5.908,8.227,499.62,Moderate
802.924,12.372,1200.694,5.888,8.45,4.107,Critical
9.054,14.264,13.216,3.867,8.895,3.727,Good
7.354,12.84,1480.363,5.124,8.136,446.037,Critical
8.863,13.39,11.201,3.955,8.416,428.765,Minor
6.997,10.604,11.816,4.149,7.431,483.639,Moderate
7.837,13.714,10.597,4.469,7.96,3.572,Critical
7.543,13.567,9.801,5.355,855.035,4.605,Moderate
8.403,13.087,11.593,4.539,7.357,437.734,Moderate
11.229,12.286,13.521,366.411,8.408,362.344,Moderate
8.794,13.389,12.982,4.338,9.249,347.551,Minor
8.745,1180.858,11.01,4.908,9.224,3.79,Critical
8.927,11.968,14.609,5.227,9.426,383.46,Minor
9.137,13.546,13.011,5.467,6.603,4.569,Good
8.96,13.657,12.402,6.072,9.581,2.95,Good
8.237,1496.301,11.771,5.052,9.539,4.212,Critical
8.456,13.033,14.836,4.038,7.554,410.682,Minor
9.278,13.013,8.612,4.283,9.179,488.282,Moderate
8.635,12.028,13.941,553.208,9.505,5.402,Moderate
8.456,16.506,10.597,4.385,7.634,4.902,Good
8.456,13.042,1483.966,4.286,906.954,368.796,Critical
9.242,13.038,10.692,4.66,8.14,295.041,Minor
7.486,12.093,12.98,5.068,7.853,3.715,Good
8.589,14.139,12.594,4.657,9.94,307.654,Minor
7.491,15.067,16.174,4.948,9.581,410.211,Minor
7.18,12.56,11.854,4.602,8.797,517.228,Moderate
7.98,11.024,13.579,5.769,7.482,338.202,Minor
10.228,14.157,13.994,485.974,8.573,4.228,Moderate
8.028,13.033,10.594,539.326,866.88,3.72,Critical
9.208,11.598,12.291,4.537,9.485,393.988,Minor
9.214,12.695,15.492,5.441,7.848,4.836,Good
8.395,11.477,1390.839,471.062,884.981,406.287,Critical
8.492,11.249,9.862,5.609,6.92,4.916,Good
9.265,10.864,10.917,543.977,8.939,372.692,Critical
8.327,12.839,12.361,4.375,9.253,494.437,Moderate
10.059,13.238,13.191,5.315,9.89,3.778,Moderate
8.933,11.948,11.425,4.001,7.874,3.846,Good
7.619,12.225,12.072,519.371,9.629,367.738,Critical
9.119,13.603,13.071,4.391,799.954,391.448,Critical
8.373,16.506,13.186,4.924,7.81,432.164,Moderate
7.619,12.926,14.009,568.019,824.422,4.466,Critical
7.487,11.99,12.982,4.55,9.421,430.492,Minor
8.979,14.464,9.724,541.701,8.525,590.698,Critical
7.383,1199.041,12.854,4.363,8.342,3.727,Critical
8.412,12.754,1024.994,3.826,7.821,3.974,Critical
8.986,15.127,14.386,4.096,9.224,4.96,Good
6.922,14.157,13.778,5.809,9.173,4.559,Good
8.603,16.838,1438.565,5.124,8.98,438.196,Critical
8.633,13.425,12.721,551.796,10.494,3.959,Moderate
9.935,13.381,11.482,5.195,9.629,4.584,Good
7.979,13.962,10.594,4.008,8.099,3.641,Minor
9.014,14.725,11.378,5.533,7.601,467.102,Moderate
9.265,12.832,11.593,4.554,8.176,4.242,Good
9.128,11.99,12.54,4.505,9.94,414.609,Minor
8.17,14.761,10.622,450.541,7.421,4.678,Moderate
9.971,1102.369,14.587,560.895,8.656,422.841,Critical
7.812,15.269,10.25,4.514,7.96,422.316,Minor
10.692,13.152,12.102,3.821,9.039,2.895,Moderate
8.589,10.618,12.119,4.798,8.425,479.786,Moderate
9.236,11.596,1477.391,4.205,885.073,4.063,Critical
8.14,11.679,11.307,490.873,9.652,4.57,Moderate
9.37,1264.334,12.313,3.862,7.421,3.33,Critical
8.319,15.385,13.908,3.686,7.789,448.69,Moderate
8.043,11.162,12.758,4.413,8.631,3.661,Good
7.429,13.961,1361.757,5.877,9.034,347.069,Critical
9.468,13.306,974.763,4.564,8.916,442.686,Critical
10.344,12.768,11.758,3.578,8.428,560.513,Moderate
8.565,14.787,10.798,572.683,7.823,4.96,Moderate
9.971,14.507,12.634,5.877,9.672,3.243,Critical
10.284,13.898,10.692,4.562,8.611,4.37,Good
8.686,14.629,1187.902,4.453,8.698,5.375,Critical
9.008,13.546,12.21,4.98,6.92,418.787,Minor
8.514,9.582,11.611,5.503,7.874,4.607,Good
7.208,11.024,11.806,533.743,7.49,3.823,Moderate
9.482,13.595,11.169,5.122,8.774,409.248,Minor
10.483,14.896,1211.889,6.273,9.225,5.019,Critical
9.499,13.138,13.38,443.197,6.687,445.92,Critical
10.52,11.164,9.758,3.625,9.947,519.729,Moderate
9.482,13.013,10.831,5.94,8.98,393.762,Minor
8.611,14.651,10.122,3.251,8.172,450.725,Moderate
7.1,11.975,11.167,4.539,8.562,4.656,Good
8.678,13.003,9.812,5.554,8.14,421.189,Minor
7.307,14.133,11.838,4.711,8.588,480.209,Moderate
7.945,14.852,12.313,4.997,7.433,3.261,Good
8.603,14.241,11.354,4.712,8.244,3.328,Moderate
7.987,11.403,12.721,544.052,8.299,337.671,Moderate
8.319,14.85,1122.955,4.787,7.81,5.197,Critical
9.493,12.599,12.458,5.574,9.533,4.554,Good
7.747,12.179,1157.974,4.197,8.961,4.195,Critical
8.45,13.447,12.249,5.608,9.821,349.187,Minor
8.181,11.767,11.758,3.898,10.394,2.465,Minor
7.514,13.702,13.611,5.518,8.447,3.727,Good
8.351,13.194,8.612,5.193,9.142,370.699,Minor
9.281,12.904,12.376,6.572,9.44,3.208,Good
8.521,14.05,14.626,6.185,8.816,4.699,Moderate
10.115,14.101,10.122,428.653,9.225,3.874,Minor
10.52,13.02,12.275,4.711,8.129,4.901,Good
7.912,13.02,10.998,5.701,8.022,4.287,Good
8.319,1491.174,12.313,4.541,9.807,4.813,Critical
9.436,12.237,10.603,5.524,8.295,4.849,Critical
9.119,12.998,1012.178,4.749,8.211,4.377,Critical
7.527,13.48,1250.016,502.784,8.091,468.262,Minor
10.423,13.087,13.197,3.714,7.583,4.111,Good
9.236,11.947,14.523,5.159,8.088,509.157,Moderate
9.847,11.837,12.98,3.984,9.142,534.933,Minor
8.739,13.688,9.384,4.818,8.855,455.383,Moderate
8.606,12.562,10.597,4.271,7.764,3.896,Good
8.979,11.813,12.376,4.843,7.877,419.712,Minor
9.394,11.261,14.149,4.722,8.927,3.488,Good
8.073,12.312,13.321,6.332,8.47,319.308,Minor
9.112,13.042,12.749,3.156,7.672,319.308,Minor
9.141,12.613,9.51,4.924,8.776,478.401,Moderate
9.926,1166.992,1156.458,582.633,9.032,4.661,Critical
10.214,1605,12.007,4.16,8.51,4.672,Critical
8.253,14.743,15.02,4.455,8.459,4.547,Good
7.306,15.067,11.565,4.745,8.108,4.101,Good
9.493,12.487,14.774,4.707,9.974,4.701,Minor
9.302,10.89,12.922,4.107,8.812,3.786,Good
9.281,11.07,13.616,5.163,8.164,3.329,Good
8.216,13.671,13.579,5.807,9.151,334.25,Minor
8.062,11.122,12.749,5.574,8.749,4.569,Good
10.171,13.883,9.344,4.176,9.974,3.521,Good
10.717,11.394,11.903,4.003,8.965,419.712,Minor
7.1,12.312,12.901,5.672,9.633,3.775,Good
8.866,9.12,11.549,5.266,6.687,3.624,Good
7.206,13.013,1304.566,4.008,8.558,457.013,Critical
7.619,10.419,10.51,4.759,7.904,333.302,Minor
9.431,10.702,11.169,5.672,8.495,430.294,Minor
9.004,14.125,1079.767,5.871,6.864,3.826,Critical
9.236,9.765,12.98,4.572,8.341,4.605,Good
8.762,14.725,11.525,4.283,10.009,3.987,Minor
7.788,11.285,11.816,567.312,7.211,501.848,Critical
8.686,12.656,11.036,5.118,8.122,3.79,Good
9.406,12.27,12.402,379.294,7.418,443.097,Moderate
8.327,12.746,11.525,5.345,8.21,502.392,Moderate
8.565,13.898,11.073,5.268,7.904,5.181,Good
8.378,11.402,10.975,5.493,8.488,4.377,Good
10.52,1208.458,12.785,469.803,7.749,3.275,Critical
10.501,12.561,13.152,4.16,8.313,390.125,Minor
9.123,13.389,12.642,5.809,7.463,439.977,Moderate
7.513,14.651,12.092,4.283,10.243,4.968,Good
8.514,13.042,10.48,3.78,8.688,3.181,Moderate
8.473,12.372,11.966,4.806,10.494,443.831,Moderate
7.979,13.239,10.708,5.126,8.39,371.058,Minor
8.058,14.264,12.492,4.979,9.247,458.388,Moderate
8.171,10.379,1159.308,5.118,8.51,3.778,Critical
10.159,11.994,12.249,496.206,936.346,429.269,Critical
9.641,13.042,15.272,4.353,9.234,418.924,Moderate
9.313,11.438,14.21,5.867,7.49,4.547,Good
7.934,14.787,10.371,4.027,9.415,452.927,Moderate
8.645,11.243,11.09,5.013,8.211,4.314,Good
9.84,14.56,13.011,480.565,8.539,443.097,Critical
9.672,15.525,12.655,4.856,9.559,4.375,Good
9.899,14.057,13.191,4.25,9.285,379.664,Minor
9.236,13.197,13.941,4.453,851.243,3.039,Moderate
9.354,13.306,1272.121,509.689,9.286,421.938,Critical
8.342,12.372,13.403,4.149,8.492,4.628,Good
9.236,10.556,14.009,5.518,7.738,4.323,Minor
8.755,11.73,11.425,5.608,9.164,4.759,Good
8.86,12.593,14.089,5.193,9.285,390.108,Minor
8.508,11.986,13.941,541.5,8.124,508.734,Critical
8.645,12.795,14.216,6.133,7.055,439.008,Moderate
9.252,11.596,1217.798,3.664,10.016,432.335,Critical
8.164,11.007,10.179,5.356,7.157,351.639,Minor
10.266,15.711,12.98,635.891,7.551,4.525,Moderate
7.537,12.286,9.931,4.845,9.633,432.335,Minor
9.601,15.182,10.371,3.562,6.974,363.441,Minor
8.035,12.926,10.708,609.819,8.183,3.952,Moderate
8.762,12.046,1218.357,4.302,9.603,489.997,Critical
9.389,13.554,13.041,5.118,8.669,3.786,Moderate
8.008,13.575,11.036,5.406,8.082,4.431,Good
7.915,12.397,13.443,3.858,8.265,362.135,Minor
9.452,12.922,11.457,5.24,8.108,402.575,Minor
9.587,14.451,11.338,400.319,9.823,3.856,Minor
8.651,12.507,1193.067,519.491,9.409,452.927,Critical
841.813,10.936,10.371,5.239,7.64,485.568,Minor
8.181,11.572,12.627,4.287,7.672,437.223,Moderate
7.208,13.003,1059.702,4.98,7.264,479.136,Critical
10.086,12.271,14.84,4.711,818.87,433.621,Critical
7.491,13.712,14.804,4.414,8.214,379.414,Minor
10.188,13.961,11.58,4.06,7.64,385.464,Minor
8.035,13.422,14.626,6.133,8.858,4.4,Good
9.58,12.795,12.102,5.188,9.193,489.997,Moderate
8.029,12.968,12.035,4.698,8.144,415.843,Minor
7.988,13.033,10.694,5.434,10.001,320.807,Minor
9.926,12.306,11.838,5.355,6.945,455.383,Minor
8.17,13.68,13.62,6,8.987,5.079,Good
8.736,15.18,1156.458,5.174,7.767,4.678,Critical
7.501,11.676,12.835,484.256,8.588,411.092,Critical
9.242,15.182,11.061,5.989,8.304,4.605,Good
9.208,15.525,13.473,592.303,7.217,403.463,Critical
9.847,12.604,12.57,4.271,9.285,3.492,Good
9.502,12.413,13.191,4.582,8.095,474.985,Moderate
8.937,14.671,12.721,4.759,7.494,4.107,Good
8.72,14.948,10.603,5.174,8.241,4.36,Minor
9.935,10.912,11.312,4.11,8.863,410.7,Minor
7.661,14.621,14.774,5.587,9.07,455.361,Moderate
8.877,12.105,13.006,5.45,7.055,479.136,Moderate
9.485,14.101,12.518,5.211,8.492,3.194,Good
6.922,11.439,12.178,4.21,7.874,4.377,Good
10.053,14.631,13.191,5.727,946.99,411.186,Critical
7.515,12.237,13.071,4.027,10.043,4.438,Good
8.895,14.181,8.994,4.238,8.512,4.157,Good
10.424,11.438,12.221,4.046,8.1,406.804,Minor
6.91,15.801,13.443,5.341,874.185,4.75,Moderate
10.692,11.735,1387.1,4.385,7.264,5.309,Critical
10.053,11.802,9.931,4.364,8.877,534.933,Moderate
8.555,14.055,10.643,6.749,7.543,423.159,Minor
8.16,14.963,1231.328,4.367,8.176,4.026,Critical
789.95,12.871,11.378,3.276,8.773,3.415,Moderate
9.292,11.596,10.456,4.164,8.619,352.107,Minor
7.865,14.889,13.616,5.305,7.421,545.761,Moderate
8.008,13.042,13.186,5.315,724.441,4.121,Moderate
9.953,1413.897,10.19,6.098,8.839,428.667,Critical
8.784,11.807,10.975,5.395,8.183,4.321,Good
8.971,13.761,14.386,4.914,8.682,4.045,Good
7.899,1046.423,10.753,366.411,7.967,481.291,Critical
9.905,12.875,13.493,5.641,8.851,4.121,Good
9.856,13.883,11.354,3.721,7.579,414.406,Minor
8.21,12.333,11.694,4.483,9.309,3.33,Good
8.273,14.492,12.982,5.298,8.241,377.38,Minor
7.415,1260.849,12.313,4.541,8.594,4.219,Critical
9.701,11.888,13.38,4.453,9.44,4.547,Good
7.608,11.927,13.321,5.641,8.277,5.233,Critical
8.52,11.609,11.606,350.952,848.785,3.889,Critical
8.673,14.421,14.215,5.518,8.876,395.181,Minor
8.191,11.927,13.901,5.491,8.774,4.188,Good
6.402,14.242,11.1,5.025,9.212,423.657,Minor
10.059,14.241,13.994,4.768,8.656,4.741,Good
7.852,14.451,11.073,4.403,8.091,3.576,Minor
10.868,12.928,10.594,4.195,7.126,4.207,Good
8.412,14.335,11.1,4.399,9.703,4.996,Good
8.02,13.474,10.569,433.784,9.44,422.841,Moderate
8.855,13.02,12.49,4.745,8.13,590.698,Moderate
8.686,14.751,10.854,5.305,10.383,4.382,Good
7.713,15.714,11.332,4.399,9.024,3.415,Good
9.283,10.618,12.221,3.026,8.214,496.021,Moderate
11.06,12.244,13.152,5.013,9.581,390.108,Minor
8.778,13.29,1294.928,484.228,8.916,3.677,Critical
8.974,16.725,14.609,497.165,9.611,5.024,Minor
7.533,11.927,9.724,459.116,888.99,4.564,Critical
8.86,11.707,11.838,5.807,9.354,450.641,Moderate
8.73,11.378,14.216,5.913,9.662,3.62,Good
8.253,10.822,14.215,4.591,787.379,4.329,Moderate
7.208,13.542,9.931,4.213,8.98,5.018,Critical
8.473,10.487,950.996,5.533,7.961,4.323,Critical
10.255,13.005,12.634,3.686,9.632,4.406,Good
8.638,13.599,11.558,3.535,6.687,376.638,Minor
8.979,12.61,13.443,5.331,8.492,326.108,Minor
8.407,12.223,13.191,4.184,6.569,4.107,Good
8.005,13.554,10.153,4.914,8.414,545.761,Moderate
8.957,15.182,11.497,4.049,7.848,4.916,Good
9.34,13.152,1135.428,5.508,8.299,4.219,Critical
7.915,14.912,13.579,5.224,8.442,4.554,Good
10.416,15.068,13.65,5.888,8.709,3.901,Good
8.886,12.545,9.758,5.559,7.526,4.191,Good
10.699,13.12,12.982,4.124,9.418,345.83,Minor
8.319,13.387,11.565,594.02,8.698,461.222,Critical
7.206,12.719,12.355,4.578,8.611,3.874,Good
9.363,11.4,13.348,6.314,8.144,4.902,Minor
7.208,16.214,12.245,4.774,9.212,5.197,Good
9.441,13.447,10.148,4.912,6.364,362.343,Minor
8.088,11.741,12.901,5.315,9.996,419.127,Minor
9.641,12.74,10.83,6.359,9.632,3.461,Good
8.363,11.809,11.661,4.332,8.308,404.981,Minor
9.935,14.394,1264.151,5.867,9.309,3.811,Critical
7.504,12.139,1130.724,428.021,7.911,456.448,Critical
9.385,12.588,12.102,5.292,9.662,4.228,Good
7.877,14.464,11.816,5.503,9.148,369.748,Minor
9.754,13.829,12.433,534.081,6.045,388.879,Critical
8.933,12.746,11.694,455.041,8.558,5.309,Moderate
10.238,15.07,13.579,5.379,7.575,415.843,Minor
8.857,12.915,1411.899,466.615,9.217,507.895,Critical
10.424,1347.852,10.753,4.11,7.613,5.907,Critical
9.153,12.915,14.215,400.123,8.771,430.492,Moderate
8.253,10.975,11.669,4.023,7.906,4.111,Moderate
8.673,10.89,1263.45,421.092,9.209,4.559,Critical
8.872,11.802,13.041,6.606,8.45,386.921,Minor
7.261,13.232,10.297,4.391,9.418,4.607,Good
